,date,open,close,high,low,volume,code
0,2005-01-04,1.32,1.3,1.32,1.287,4013.89,000776
1,2005-01-05,1.296,1.35,1.362,1.296,10400.47,000776
2,2005-01-06,1.35,1.345,1.354,1.329,4617.99,000776
3,2005-01-07,1.337,1.329,1.358,1.325,4386.01,000776
4,2005-01-10,1.325,1.337,1.345,1.325,3452.46,000776
5,2005-01-11,1.337,1.345,1.362,1.337,6675.89,000776
6,2005-01-12,1.354,1.354,1.358,1.341,4722.08,000776
7,2005-01-13,1.354,1.337,1.354,1.325,3684.0,000776
8,2005-01-14,1.333,1.304,1.341,1.304,4991.0,000776
9,2005-01-17,1.279,1.37,1.37,1.266,24557.36,000776
10,2005-01-18,1.441,1.399,1.441,1.391,40642.58,000776
11,2005-01-19,1.391,1.403,1.416,1.383,10648.54,000776
12,2005-01-20,1.403,1.457,1.466,1.387,23172.64,000776
13,2005-01-21,1.445,1.433,1.466,1.412,17594.88,000776
14,2005-01-24,1.474,1.462,1.478,1.433,18650.55,000776
15,2005-01-25,1.466,1.453,1.478,1.408,26000.96,000776
16,2005-01-26,1.466,1.453,1.474,1.424,27322.51,000776
17,2005-01-27,1.449,1.383,1.453,1.383,22386.41,000776
18,2005-01-28,1.37,1.383,1.395,1.337,22697.0,000776
19,2005-01-31,1.37,1.325,1.391,1.312,11153.39,000776
20,2005-02-01,1.312,1.316,1.345,1.308,5747.71,000776
21,2005-02-02,1.308,1.383,1.383,1.308,12552.24,000776
22,2005-02-03,1.383,1.358,1.383,1.354,9810.21,000776
23,2005-02-04,1.345,1.387,1.42,1.345,17609.89,000776
24,2005-02-16,1.391,1.424,1.445,1.383,11244.0,000776
25,2005-02-17,1.42,1.428,1.428,1.399,7349.99,000776
26,2005-02-18,1.428,1.416,1.428,1.408,5898.64,000776
27,2005-02-21,1.412,1.437,1.453,1.412,13833.85,000776
28,2005-02-22,1.445,1.457,1.462,1.433,24427.1,000776
29,2005-02-23,1.445,1.449,1.457,1.428,18890.47,000776
30,2005-02-24,1.445,1.503,1.52,1.433,34934.66,000776
31,2005-02-25,1.495,1.478,1.503,1.474,17926.96,000776
